feature_id,feature_name,feature_description,product_id,meaningful_floor_events,deep_threshold_events
F00277,Advanced DNS Security,Advanced DNS Security capability delivered within Prisma Access Remote Networks SKU-0061,P0061,501691,2006764
F00278,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Remote Networks SKU-0061,P0061,123329,493317
F00279,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Prisma Access Remote Networks SKU-0061,P0061,30140,120561
F00280,Decryption,Decryption capability delivered within Prisma Access Remote Networks SKU-0061,P0061,30541,122165
F00281,App-ID,App-ID capability delivered within Prisma Access Remote Networks SKU-0061,P0061,21352,85408
F00282,SaaS Security,SaaS Security capability delivered within Prisma Access Mobile Users SKU-0062,P0062,665419,2661679
F00283,Advanced DNS Security,Advanced DNS Security capability delivered within Prisma Access Mobile Users SKU-0062,P0062,1208897,4835588
F00284,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Prisma Access Mobile Users SKU-0062,P0062,21841,87366
F00285,GlobalProtect,GlobalProtect capability delivered within Prisma Access Mobile Users SKU-0062,P0062,23261,93047
F00286,AI Access Security,AI Access Security capability delivered within Prisma Access Mobile Users SKU-0062,P0062,145791,583166
F00287,Decryption,Decryption capability delivered within PA-7500 SKU-0063,P0063,16714,66856
F00288,Advanced WildFire,Advanced WildFire capability delivered within PA-7500 SKU-0063,P0063,751256,3005027
F00289,Enterprise DLP,Enterprise DLP capability delivered within PA-7500 SKU-0063,P0063,6551,26207
F00290,Advanced URL Filtering,Advanced URL Filtering capability delivered within Prisma Access Mobile Users SKU-0064,P0064,304793,1219174
F00291,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Mobile Users SKU-0064,P0064,819875,3279500
F00292,App-ID,App-ID capability delivered within Prisma Access Mobile Users SKU-0064,P0064,143096,572385
F00293,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Prisma Access Mobile Users SKU-0064,P0064,10338,41353
F00294,Advanced URL Filtering,Advanced URL Filtering capability delivered within CN-Series SKU-0065,P0065,123802,495210
F00295,Advanced DNS Security,Advanced DNS Security capability delivered within CN-Series SKU-0065,P0065,4261,17045
F00296,Advanced WildFire,Advanced WildFire capability delivered within CN-Series SKU-0065,P0065,271304,1085216
F00297,Decryption,Decryption capability delivered within CN-Series SKU-0065,P0065,360902,1443608
F00298,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within CN-Series SKU-0065,P0065,22280,89123
F00299,Advanced URL Filtering,Advanced URL Filtering capability delivered within Prisma Access Browser SKU-0066,P0066,9566,38264
F00300,SD-WAN,SD-WAN capability delivered within Prisma Access Browser SKU-0066,P0066,187284,749136
F00301,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Browser SKU-0066,P0066,464941,1859767
F00302,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Prisma Access Browser SKU-0066,P0066,15413,61655
F00303,Enterprise DLP,Enterprise DLP capability delivered within Cloud NGFW for Azure SKU-0067,P0067,14735,58940
F00304,Advanced DNS Security,Advanced DNS Security capability delivered within Cloud NGFW for Azure SKU-0067,P0067,1166144,4664578
F00305,Decryption,Decryption capability delivered within Cloud NGFW for Azure SKU-0067,P0067,17232,68929
F00306,App-ID,App-ID capability delivered within Cloud NGFW for Azure SKU-0067,P0067,608289,2433156
F00307,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Cloud NGFW for Azure SKU-0067,P0067,5712,22851
F00308,Advanced URL Filtering,Advanced URL Filtering capability delivered within Cloud NGFW for Azure SKU-0067,P0067,5743,22974
F00309,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-410 SKU-0068,P0068,8392,33568
F00310,App-ID,App-ID capability delivered within PA-410 SKU-0068,P0068,10771,43087
F00311,GlobalProtect,GlobalProtect capability delivered within PA-410 SKU-0068,P0068,13368,53474
F00312,Advanced DNS Security,Advanced DNS Security capability delivered within PA-410 SKU-0068,P0068,13117,52471
F00313,Enterprise DLP,Enterprise DLP capability delivered within PA-410 SKU-0068,P0068,443576,1774306
F00314,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Prisma Access Browser SKU-0069,P0069,21967,87868
F00315,App-ID,App-ID capability delivered within Prisma Access Browser SKU-0069,P0069,464080,1856322
F00316,Advanced URL Filtering,Advanced URL Filtering capability delivered within Prisma Access Browser SKU-0069,P0069,14961,59844
F00317,SD-WAN,SD-WAN capability delivered within Prisma Access Browser SKU-0069,P0069,256603,1026415
F00318,Advanced DNS Security,Advanced DNS Security capability delivered within Prisma Access Browser SKU-0069,P0069,1158136,4632545
F00319,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Browser SKU-0069,P0069,214990,859963
F00320,Decryption,Decryption capability delivered within Cloud NGFW for AWS SKU-0070,P0070,17389,69558
F00321,Advanced URL Filtering,Advanced URL Filtering capability delivered within Cloud NGFW for AWS SKU-0070,P0070,17397,69591
F00322,App-ID,App-ID capability delivered within Cloud NGFW for AWS SKU-0070,P0070,986375,3945500
F00323,Advanced DNS Security,Advanced DNS Security capability delivered within Cloud NGFW for AWS SKU-0070,P0070,113085,452341
F00324,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Cloud NGFW for AWS SKU-0070,P0070,159475,637901
F00325,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-5410 SKU-0071,P0071,8460,33843
F00326,App-ID,App-ID capability delivered within PA-5410 SKU-0071,P0071,27572,110288
F00327,Advanced WildFire,Advanced WildFire capability delivered within PA-5410 SKU-0071,P0071,10704,42818
F00328,Decryption,Decryption capability delivered within PA-5410 SKU-0071,P0071,586589,2346356
F00329,Advanced DNS Security,Advanced DNS Security capability delivered within PA-5410 SKU-0071,P0071,146573,586292
F00330,App-ID,App-ID capability delivered within Prisma Access Mobile Users SKU-0072,P0072,13437,53748
F00331,GlobalProtect,GlobalProtect capability delivered within Prisma Access Mobile Users SKU-0072,P0072,195418,781675
F00332,SaaS Security,SaaS Security capability delivered within Prisma Access Mobile Users SKU-0072,P0072,7827,31309
F00333,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Mobile Users SKU-0072,P0072,594034,2376136
F00334,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Prisma Access Mobile Users SKU-0072,P0072,15045,60180
F00335,SD-WAN,SD-WAN capability delivered within Prisma Access Mobile Users SKU-0072,P0072,650122,2600489
F00336,App-ID,App-ID capability delivered within PA-410 SKU-0073,P0073,12643,50572
F00337,GlobalProtect,GlobalProtect capability delivered within PA-410 SKU-0073,P0073,39171,156684
F00338,Advanced DNS Security,Advanced DNS Security capability delivered within PA-410 SKU-0073,P0073,7318,29272
F00339,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-410 SKU-0073,P0073,302950,1211802
F00340,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-700 SKU-0074,P0074,15245,60980
F00341,Advanced WildFire,Advanced WildFire capability delivered within VM-700 SKU-0074,P0074,10861,43444
F00342,Decryption,Decryption capability delivered within VM-700 SKU-0074,P0074,1373884,5495539
F00343,GlobalProtect,GlobalProtect capability delivered within VM-700 SKU-0074,P0074,119425,477703
F00344,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-700 SKU-0074,P0074,8646,34586
F00345,Enterprise DLP,Enterprise DLP capability delivered within VM-700 SKU-0074,P0074,470402,1881609
F00346,Decryption,Decryption capability delivered within Prisma Access Remote Networks SKU-0075,P0075,1178251,4713005
F00347,Advanced DNS Security,Advanced DNS Security capability delivered within Prisma Access Remote Networks SKU-0075,P0075,261653,1046615
F00348,AI Access Security,AI Access Security capability delivered within Prisma Access Remote Networks SKU-0075,P0075,27990,111961
F00349,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Remote Networks SKU-0075,P0075,620898,2483592
F00350,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Prisma Access Remote Networks SKU-0075,P0075,7984,31937
F00351,Advanced DNS Security,Advanced DNS Security capability delivered within PA-460 SKU-0076,P0076,18054,72216
F00352,Enterprise DLP,Enterprise DLP capability delivered within PA-460 SKU-0076,P0076,387251,1549007
F00353,Decryption,Decryption capability delivered within PA-460 SKU-0076,P0076,1199426,4797707
F00354,App-ID,App-ID capability delivered within PA-460 SKU-0076,P0076,14984,59937
F00355,App-ID,App-ID capability delivered within VM-700 SKU-0077,P0077,21721,86884
F00356,Advanced WildFire,Advanced WildFire capability delivered within VM-700 SKU-0077,P0077,721971,2887886
F00357,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-700 SKU-0077,P0077,14744,58977
F00358,Enterprise DLP,Enterprise DLP capability delivered within VM-700 SKU-0077,P0077,701003,2804012
F00359,Decryption,Decryption capability delivered within VM-700 SKU-0077,P0077,13532,54129
F00360,Advanced DNS Security,Advanced DNS Security capability delivered within Cloud NGFW for AWS SKU-0078,P0078,12155,48622
F00361,Enterprise DLP,Enterprise DLP capability delivered within Cloud NGFW for AWS SKU-0078,P0078,10499,41996
F00362,Advanced URL Filtering,Advanced URL Filtering capability delivered within Cloud NGFW for AWS SKU-0078,P0078,6607,26429
F00363,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Cloud NGFW for AWS SKU-0078,P0078,365033,1460132
F00364,Advanced WildFire,Advanced WildFire capability delivered within Cloud NGFW for AWS SKU-0078,P0078,198188,792752
F00365,App-ID,App-ID capability delivered within Cloud NGFW for AWS SKU-0078,P0078,26926,107704
F00366,GlobalProtect,GlobalProtect capability delivered within PA-5410 SKU-0079,P0079,6569,26276
F00367,App-ID,App-ID capability delivered within PA-5410 SKU-0079,P0079,11898,47592
F00368,Decryption,Decryption capability delivered within PA-5410 SKU-0079,P0079,178262,713048
F00369,Advanced DNS Security,Advanced DNS Security capability delivered within PA-5410 SKU-0079,P0079,22700,90800
F00370,IoT/OT Security,IoT/OT Security capability delivered within PA-5410 SKU-0079,P0079,1317566,5270264
F00371,Advanced URL Filtering,Advanced URL Filtering capability delivered within Cloud NGFW for AWS SKU-0080,P0080,832090,3328360
F00372,Decryption,Decryption capability delivered within Cloud NGFW for AWS SKU-0080,P0080,114011,456044
F00373,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Cloud NGFW for AWS SKU-0080,P0080,4569,18278
F00374,Advanced WildFire,Advanced WildFire capability delivered within Cloud NGFW for AWS SKU-0080,P0080,179371,717484
F00375,Advanced URL Filtering,Advanced URL Filtering capability delivered within Cloud NGFW for AWS SKU-0081,P0081,35753,143013
F00376,Decryption,Decryption capability delivered within Cloud NGFW for AWS SKU-0081,P0081,20537,82150
F00377,Advanced DNS Security,Advanced DNS Security capability delivered within Cloud NGFW for AWS SKU-0081,P0081,222517,890068
F00378,IoT/OT Security,IoT/OT Security capability delivered within CN-Series SKU-0082,P0082,21115,84463
F00379,GlobalProtect,GlobalProtect capability delivered within CN-Series SKU-0082,P0082,183918,735672
F00380,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within CN-Series SKU-0082,P0082,161861,647447
F00381,IoT/OT Security,IoT/OT Security capability delivered within PA-7500 SKU-0083,P0083,5508,22034
F00382,Decryption,Decryption capability delivered within PA-7500 SKU-0083,P0083,16907,67628
F00383,App-ID,App-ID capability delivered within PA-7500 SKU-0083,P0083,41713,166853
F00384,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-7500 SKU-0083,P0083,211365,845463
F00385,Advanced DNS Security,Advanced DNS Security capability delivered within PA-7500 SKU-0083,P0083,20184,80736
F00386,Advanced WildFire,Advanced WildFire capability delivered within PA-7500 SKU-0083,P0083,510749,2042996
F00387,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within CN-Series SKU-0084,P0084,18540,74160
F00388,Advanced WildFire,Advanced WildFire capability delivered within CN-Series SKU-0084,P0084,21451,85804
F00389,Advanced DNS Security,Advanced DNS Security capability delivered within CN-Series SKU-0084,P0084,22590,90360
F00390,Decryption,Decryption capability delivered within CN-Series SKU-0084,P0084,6546,26184
F00391,App-ID,App-ID capability delivered within CN-Series SKU-0084,P0084,151744,606978
F00392,Enterprise DLP,Enterprise DLP capability delivered within CN-Series SKU-0084,P0084,637079,2548319
F00393,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Browser SKU-0085,P0085,13206,52826
F00394,Advanced DNS Security,Advanced DNS Security capability delivered within Prisma Access Browser SKU-0085,P0085,6745,26980
F00395,SaaS Security,SaaS Security capability delivered within Prisma Access Browser SKU-0085,P0085,19507,78029
F00396,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Prisma Access Browser SKU-0086,P0086,26940,107762
F00397,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Browser SKU-0086,P0086,18909,75636
F00398,App-ID,App-ID capability delivered within Prisma Access Browser SKU-0086,P0086,38908,155635
F00399,Decryption,Decryption capability delivered within Prisma Access Browser SKU-0086,P0086,194056,776224
F00400,Advanced URL Filtering,Advanced URL Filtering capability delivered within Prisma Access Browser SKU-0086,P0086,738454,2953818
F00401,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-5410 SKU-0087,P0087,23441,93765
F00402,App-ID,App-ID capability delivered within PA-5410 SKU-0087,P0087,10863,43453
F00403,Advanced DNS Security,Advanced DNS Security capability delivered within PA-5410 SKU-0087,P0087,703078,2812315
F00404,App-ID,App-ID capability delivered within Cloud NGFW for Azure SKU-0088,P0088,302599,1210397
F00405,Advanced DNS Security,Advanced DNS Security capability delivered within Cloud NGFW for Azure SKU-0088,P0088,13913,55653
